modality,index,title,creator,cluster,cluster_prob
poem,2442,Sonnet 138: When my love swears that she is made of truth,William Shakespeare,2,0.6297537
poem,2443,Sonnet 139: O! call not me to justify the wrong,William Shakespeare,2,0.51026344
poem,2444,"Sonnet 142: Love is my sin, and thy dear virtue hate",William Shakespeare,2,0.43593377
poem,2445,"Sonnet 143: Lo, as a careful housewife runs to catch",William Shakespeare,2,0.6903813
poem,2446,Sonnet 151: Love is too young to know what conscience is,William Shakespeare,2,0.4826733
poem,2447,A Christmas Carol,William Topaz McGonagall,1,0.39758092
poem,2448,The Inauguration of the Hill o' Balgay,William Topaz McGonagall,3,0.36375976
poem,2449,Beautiful Monikie,William Topaz McGonagall,1,0.66689306
poem,2450,The Loss of the Victoria,William Topaz McGonagall,3,0.77515346
poem,2451,Broughty Ferry,William Topaz McGonagall,3,0.69667125
poem,2452,The Railway Bridge of the Silvery Tay,William Topaz McGonagall,2,0.7570799
poem,2453,Oban,William Topaz McGonagall,1,0.7454237
poem,2454,Lost in the Prairie,William Topaz McGonagall,0,0.56061345
poem,2455,The Christmas Goose,William Topaz McGonagall,3,0.44116855
poem,2456,The Burns Statue,William Topaz McGonagall,1,0.7140398
poem,2457,The Death of Captain Ward,William Topaz McGonagall,3,0.24721754
poem,2458,"General Gordon, the Hero of Khartoum",William Topaz McGonagall,0,0.2786209
poem,2459,"Richard Pigott, the Forger",William Topaz McGonagall,0,0.50838614
poem,2460,Burning of the Exeter Theatre,William Topaz McGonagall,0,0.47570288
poem,2461,Lost in the Prairie,William Topaz McGonagall,0,0.5666613
poem,2462,The Crucifixion of Christ,William Topaz McGonagall,2,0.65956473
poem,2463,Beautiful Aberfoyle,William Topaz McGonagall,4,0.5379664
poem,2464,The Funeral of the German Emperor,William Topaz McGonagall,2,0.57721233
poem,2465,A Descriptive Poem on the Silvery Tay,William Topaz McGonagall,3,0.55656767
poem,2466,The Moon,William Topaz McGonagall,1,0.37028474
poem,2467,A Tale of the Sea,William Topaz McGonagall,0,0.584527
poem,2468,Loch Katrine,William Topaz McGonagall,2,0.592029
poem,2469,"The Funeral of the Late Ex-Provost Rough, Dundee",William Topaz McGonagall,0,0.4916842
poem,2470,Loch Ness,William Topaz McGonagall,2,0.5878231
poem,2471,An Autumn Reverie,William Topaz McGonagall,0,0.5709919
poem,2472,The Sorrows of the Blind,William Topaz McGonagall,0,0.7005713
poem,2473,The Death of Lord and Lady Dalhousie,William Topaz McGonagall,2,0.50201297
poem,2474,Farewell Address at the Argyle Hall,William Topaz McGonagall,0,0.31633186
poem,2475,"The Burning of the People's Variety Theatre, Aberdeen",William Topaz McGonagall,0,0.51976526
poem,2476,The Little Match Girl,William Topaz McGonagall,2,0.24932009
poem,2477,A Soldier's Reprieve,William Topaz McGonagall,0,0.48075742
poem,2478,A Tale of Christmas Eve,William Topaz McGonagall,4,0.57862186
poem,2479,Beautiful Rothesay,William Topaz McGonagall,4,0.79264355
poem,2480,The Beautiful Sun,William Topaz McGonagall,1,0.7356281
poem,2481,Balmoral Castle,William Topaz McGonagall,3,0.6129899
poem,2482,The Beautiful City of Perth,William Topaz McGonagall,3,0.46120638
poem,2483,Beautiful Crief,William Topaz McGonagall,0,0.59689045
poem,2484,The Destroying Angel,William Topaz McGonagall,0,0.32149452
poem,2485,Beautiful Balmoral,William Topaz McGonagall,3,0.6311577
poem,2486,Bonnie Montrose,William Topaz McGonagall,3,0.3699323
poem,2487,Edinburgh,William Topaz McGonagall,3,0.72193325
poem,2488,The Albion Battleship Calamity,William Topaz McGonagall,2,0.47513723
poem,2489,Women's Suffrage,William Topaz McGonagall,3,0.5321845
poem,2490,Beautiful Edinburgh,William Topaz McGonagall,3,0.6302078
poem,2491,Jottings of New York,William Topaz McGonagall,3,0.68491423
poem,2492,Greenland's Icy Mountains,William Topaz McGonagall,4,0.5115934
poem,2493,The Blind Girl,William Topaz McGonagall,3,0.6795849
poem,2494,The Late Sir John Ogilvy,William Topaz McGonagall,0,0.42316633
poem,2495,Saved by Music,William Topaz McGonagall,0,0.51830935
poem,2496,"Nora, the Maid of Killarney",William Topaz McGonagall,4,0.36095595
poem,2497,An Address to the New Tay Bridge,William Topaz McGonagall,2,0.76222765
poem,2498,An All-Night Sea Fight,William Topaz McGonagall,3,0.687407
poem,2499,Glasgow,William Topaz McGonagall,3,0.6788789
poem,2500,Beautiful Newport on the Braes o' the Silvery Tay,William Topaz McGonagall,0,0.3094645
poem,2501,The Funeral of the Late Prince Henry of Battenberg,William Topaz McGonagall,2,0.5827001
poem,2502,The Castle of Mains,William Topaz McGonagall,3,0.45176768
poem,2503,Beautiful Comrie,William Topaz McGonagall,4,0.46387672
poem,2504,The River of Leith,William Topaz McGonagall,0,0.69111556
poem,2505,Little Popeet - the Lost Child,William Topaz McGonagall,1,0.75722736
poem,2506,Beautiful Torquay,William Topaz McGonagall,3,0.38596058
poem,2507,The Summary History of Sir William Wallace,William Topaz McGonagall,0,0.5539979
poem,2508,Young Munro the Sailor,William Topaz McGonagall,2,0.49233878
poem,2509,Lines in Praise of Professor Blackie,William Topaz McGonagall,0,0.33203536
poem,2510,A Summary History of Lord Clive,William Topaz McGonagall,0,0.51485574
poem,2511,"The Death of Fred Marsden, the American Playwright",William Topaz McGonagall,3,0.6112355
poem,2512,The City of Perth,William Topaz McGonagall,3,0.5167243
poem,2513,The Demon Drink,William Topaz McGonagall,3,0.5273822
poem,2514,Lines in Praise of the Lyric Club Banquet,William Topaz McGonagall,0,0.4271437
poem,2515,The Clepington Catastrophe,William Topaz McGonagall,0,0.20708436
poem,2516,"The Execution of James Graham, Marquis of Montrose",William Topaz McGonagall,0,0.5361651
poem,2517,The Battle of the Nile,William Topaz McGonagall,2,0.67973745
poem,2518,The Rebel Surprise Near Tamai,William Topaz McGonagall,3,0.6898891
poem,2519,The Battle of Waterloo,William Topaz McGonagall,3,0.59074104
poem,2520,Montrose,William Topaz McGonagall,3,0.42933708
poem,2521,The Great Franchise Demonstration,William Topaz McGonagall,0,0.3533213
poem,2522,The Daguerreotype,William Vaughn Moody,0,0.61092937
poem,2523,On a Soldier Fallen in the Philippines,William Vaughn Moody,0,0.59741753
poem,2524,I Wandered Lonely As A Cloud,William Wordsworth,2,0.10436022
poem,2525,Lines Written In Early Spring,William Wordsworth,1,0.4618098
poem,2526,"""All Is Vanity, Saith the Preacher""","George Gordon, Lord Byron",2,0.57679164
poem,2527,"""By the Waters of Babylon.""","George Gordon, Lord Byron",1,0.71944815
poem,2528,A Fragment,"George Gordon, Lord Byron",0,0.6023713
poem,2529,Venice. a Fragment,"George Gordon, Lord Byron",3,0.8059065
poem,2530,A Fragment,"George Gordon, Lord Byron",0,0.5340629
poem,2531,Lucietta. a Fragment,"George Gordon, Lord Byron",4,0.77049124
poem,2532,To Dives. a Fragment,"George Gordon, Lord Byron",0,0.32188183
poem,2533,A Sketch,"George Gordon, Lord Byron",2,0.49339557
poem,2534,A Spirit Passed Before Me.  From Job,"George Gordon, Lord Byron",0,0.632265
poem,2535,"A Version of Ossian's Address to the Sun.  From the Poem ""Carthon.""","George Gordon, Lord Byron",1,0.8816383
poem,2536,A Very Mournful Ballad on the Siege and Conquest of Alhama,"George Gordon, Lord Byron",4,0.6259335
poem,2537,A Volume of Nonsense,"George Gordon, Lord Byron",3,0.33869326
poem,2538,A Woman's Hair,"George Gordon, Lord Byron",2,0.39715457
poem,2539,Address Intended to Be Recited at the Caledonian Meeting,"George Gordon, Lord Byron",3,0.5598539
poem,2540,"Address, Spoken at the Opening of Drury-Lane Theatre, Saturday, October 10, 1812","George Gordon, Lord Byron",0,0.42578256
poem,2541,Adrian's Address to His Soul When Dying,"George Gordon, Lord Byron",4,0.63029367
poem,2542,"An Occasional Prologue,","George Gordon, Lord Byron",4,0.72498953
poem,2543,An Ode to the Framers of the Frame Bill,"George Gordon, Lord Byron",0,0.59801203
poem,2544,"And Thou Art Dead, As Young and Fair","George Gordon, Lord Byron",2,0.17460012
poem,2545,And Wilt Thou Weep When I Am Low?,"George Gordon, Lord Byron",2,0.5003033
poem,2546,Another Simple Ballat,"George Gordon, Lord Byron",3,0.6309588
poem,2547,"Answer to Some Elegant Verses Sent by a Friend to the Author, Complaining That One of His Descriptions Was Rather Too Warmly Drawn","George Gordon, Lord Byron",3,0.6092609
poem,2548,"Answer to a Beautiful Poem, Written by Montgomery, Author of ""the Wanderer of Switzerland,"" Etc., Entitled ""the Common Lot.""","George Gordon, Lord Byron",0,0.49397725
poem,2549,"Answer to the Foregoing, Addressed to Miss----","George Gordon, Lord Byron",2,0.44711828
poem,2550,Answer to----'s Professions of Affection,"George Gordon, Lord Byron",0,0.26918638
poem,2551,Aristomenes,"George Gordon, Lord Byron",4,0.6820705
poem,2552,"Away, Away, Ye Notes of Woe!","George Gordon, Lord Byron",0,0.45334
poem,2553,"Ballad. to the Tune of ""Salley in Our Alley.""","George Gordon, Lord Byron",3,0.54435253
poem,2554,Beppo: A Venetian Story,"George Gordon, Lord Byron",4,0.06253749
poem,2555,Bowles and Campbell,"George Gordon, Lord Byron",4,0.9354155
poem,2556,By the Rivers of Babylon We Sat Down and Wept,"George Gordon, Lord Byron",1,0.6825192
poem,2557,Cain: A Mystery,"George Gordon, Lord Byron",1,0.7867077
poem,2558,Childe Harold's Pilgrimage,"George Gordon, Lord Byron",4,0.54083395
poem,2559,Childish Recollections,"George Gordon, Lord Byron",0,0.24967086
poem,2560,"Churchill's Grave, a Fact Literally Rendered","George Gordon, Lord Byron",1,0.6001589
poem,2561,"Condolatory Address to Sarah Countess of Jersey, on the Prince Regent's Returning Her Picture to Mrs. Mee","George Gordon, Lord Byron",2,0.66652423
poem,2562,DamæTas,"George Gordon, Lord Byron",3,0.5417088
poem,2563,Darkness,"George Gordon, Lord Byron",0,0.3683372
poem,2564,Don Juan,"George Gordon, Lord Byron",3,0.50940764
poem,2565,E Nihilo Nihil; or an Epigram Bewitched,"George Gordon, Lord Byron",4,0.8375941
poem,2566,Egotism. a Letter to J. T. Becher,"George Gordon, Lord Byron",4,0.70471895
poem,2567,"Elegiac Stanzas on the Death of Sir Peter Parker, Bart","George Gordon, Lord Byron",0,0.49761373
poem,2568,Elegy,"George Gordon, Lord Byron",0,0.639308
poem,2569,Elegy on Newstead Abbey,"George Gordon, Lord Byron",0,0.4977678
poem,2570,Elegy on Newstead Abbey,"George Gordon, Lord Byron",0,0.5061611
poem,2571,"Endorsement to the Deed of Separation, in the April of 18 16","George Gordon, Lord Byron",3,0.41759968
poem,2572,"English Bards, and Scotch Reviewers; a Satire","George Gordon, Lord Byron",3,0.6129159
poem,2573,Epigram.  From the French of RulhièRes,"George Gordon, Lord Byron",2,0.56859356
poem,2574,Epigram on the Braziers' Address to Be Presented in _Armour_ by the Company to Queen Caroline,"George Gordon, Lord Byron",2,0.42450845
poem,2575,E Nihilo Nihil; or an Epigram Bewitched,"George Gordon, Lord Byron",4,0.82551104
poem,2576,Epigrams,"George Gordon, Lord Byron",4,0.87093675
poem,2577,Epigram,"George Gordon, Lord Byron",0,0.39069206
poem,2578,Epigram on an Old Lady Who Had Some Curious Notions Respecting the Soul,"George Gordon, Lord Byron",0,0.43125188
poem,2579,Epigram,"George Gordon, Lord Byron",3,0.82654184
poem,2580,Epigram on an Old Lady Who Had Some Curious Notions Respecting the Soul,"George Gordon, Lord Byron",0,0.4370765
poem,2581,Epigram on the Braziers' Address to Be Presented in _Armour_ by the Company to Queen Caroline,"George Gordon, Lord Byron",2,0.4169681
poem,2582,Epigram.  From the French of RulhièRes,"George Gordon, Lord Byron",2,0.565348
poem,2583,Epigrams,"George Gordon, Lord Byron",4,0.8738177
poem,2584,Epilogue,"George Gordon, Lord Byron",0,0.243406
poem,2585,Epistle From Mr. Murray to Dr. Polidori,"George Gordon, Lord Byron",4,0.7521296
poem,2586,Epistle to Augusta,"George Gordon, Lord Byron",1,0.7385179
poem,2587,Epistle to Mr. Murray,"George Gordon, Lord Byron",4,0.6182626
poem,2588,"Epistle to a Friend,","George Gordon, Lord Byron",2,0.61019427
poem,2589,"Epitaph for Joseph Blacket, Late Poet and Shoemaker","George Gordon, Lord Byron",3,0.29940236
poem,2590,Epitaph on a Beloved Friend,"George Gordon, Lord Byron",2,0.2585255
poem,2591,"Translation of the Epitaph on Virgil and Tibullus, by Domitius Marsus","George Gordon, Lord Byron",4,0.36452442
poem,2592,"Epitaph on John Adams, of Southwell, a Carrier, Who Died of Drunkenness","George Gordon, Lord Byron",3,0.6569921
poem,2593,Substitute for an Epitaph,"George Gordon, Lord Byron",3,0.45056295
poem,2594,Epitaph for William Pitt,"George Gordon, Lord Byron",3,0.44277853
poem,2595,My Epitaph,"George Gordon, Lord Byron",4,0.3577159
poem,2596,Epitaph,"George Gordon, Lord Byron",0,0.6249012
poem,2597,"Epitaph for Joseph Blacket, Late Poet and Shoemaker","George Gordon, Lord Byron",3,0.3001086
poem,2598,Epitaph for William Pitt,"George Gordon, Lord Byron",3,0.44143844
poem,2599,"Epitaph on John Adams, of Southwell, a Carrier, Who Died of Drunkenness","George Gordon, Lord Byron",3,0.65213513
poem,2600,Epitaph on a Beloved Friend,"George Gordon, Lord Byron",2,0.26093733
poem,2601,Euthanasia,"George Gordon, Lord Byron",0,0.44125396
poem,2602,Fare Thee Well,"George Gordon, Lord Byron",2,0.46844435
poem,2603,Farewell to Malta,"George Gordon, Lord Byron",1,0.38668978
poem,2604,Farewell to the Muse,"George Gordon, Lord Byron",3,0.48211747
poem,2605,Farewell! If Ever Fondest Prayer,"George Gordon, Lord Byron",4,0.16933125
poem,2606,Fill the Goblet Again.  a Song,"George Gordon, Lord Byron",3,0.42800134
poem,2607,"Fragment From the ""Monk of Athos.""","George Gordon, Lord Byron",1,0.5588101
poem,2608,Fragment of an Epistle to Thomas Moore,"George Gordon, Lord Byron",3,0.53313696
poem,2609,Fragment. Written Shortly After the Marriage of Miss Chaworth,"George Gordon, Lord Byron",3,0.79690427
poem,2610,"Fragments of School Exercises: From the ""Prometheus Vinctus"" of Aeschylus,","George Gordon, Lord Byron",0,0.31841564
poem,2611,Francesca of Rimini,"George Gordon, Lord Byron",4,0.803569
poem,2612,Epigram.  From the French of RulhièRes,"George Gordon, Lord Byron",2,0.57541263
poem,2613,Ode From the French,"George Gordon, Lord Byron",3,0.48968542
poem,2614,From the French,"George Gordon, Lord Byron",0,0.4476776
poem,2615,From the French,"George Gordon, Lord Byron",1,0.6250336
poem,2616,"From the Portuguese. ""Tu MI Chamas"". Another Version","George Gordon, Lord Byron",2,0.38337898
poem,2617,"From the Portuguese. ""Tu MI Chamas""","George Gordon, Lord Byron",4,0.6480064
poem,2618,"From the Portuguese. ""Tu MI Chamas"". Another Version","George Gordon, Lord Byron",2,0.37942106
poem,2619,Granta. a Medley,"George Gordon, Lord Byron",1,0.8753146
poem,2620,Heaven and Earth,"George Gordon, Lord Byron",4,0.3407321
poem,2621,Herod's Lament for Mariamne,"George Gordon, Lord Byron",3,0.47563052
poem,2622,Hints From Horace,"George Gordon, Lord Byron",0,0.3318292
poem,2623,I Saw Thee Weep,"George Gordon, Lord Byron",1,0.7531543
poem,2624,I Would I Were a Careless Child,"George Gordon, Lord Byron",0,0.19436723
poem,2625,If Sometimes in the Haunts of Men,"George Gordon, Lord Byron",2,0.20122892
poem,2626,Imitated From Catullus. to Ellen,"George Gordon, Lord Byron",2,0.60430264
poem,2627,Imitation of Tibullus. Sulpicia AD Cerinthum (Lib. Quart.),"George Gordon, Lord Byron",2,0.6311636
poem,2628,Impromptu,"George Gordon, Lord Byron",0,0.5567837
poem,2629,"Impromptu, in Reply to a Friend","George Gordon, Lord Byron",4,0.5675851
poem,2630,"Impromptu, in Reply to a Friend","George Gordon, Lord Byron",4,0.56953335
poem,2631,Inscription on the Monument of a Newfoundland Dog,"George Gordon, Lord Byron",1,0.5307192
poem,2632,Jephtha's Daughter,"George Gordon, Lord Byron",0,0.60461664
poem,2633,John Keats,"George Gordon, Lord Byron",0,0.34937918
poem,2634,Journal in Cephalonia,"George Gordon, Lord Byron",3,0.288836
poem,2635,Julian ,"George Gordon, Lord Byron",3,0.51448053
poem,2636,"L'AMITIÉ, Est L'AMOUR Sans Ailes","George Gordon, Lord Byron",1,0.55581737
poem,2637,La Revanche,"George Gordon, Lord Byron",0,0.53393245
poem,2638,Lachin Y Gair,"George Gordon, Lord Byron",0,0.5495376
poem,2639,Lara. ,"George Gordon, Lord Byron",4,0.6201465
poem,2640,Last Words on Greece,"George Gordon, Lord Byron",0,0.631317
poem,2641,Lines Addressed by Lord Byron to Mr. Hobhouse on His Election for Westminster,"George Gordon, Lord Byron",3,0.68526345
poem,2642,Lines Addressed to a Young Lady,"George Gordon, Lord Byron",4,0.6421435
poem,2643,Lines Inscribed upon a Cup Formed From a Skull,"George Gordon, Lord Byron",3,0.48030066
poem,2644,Lines Written Beneath a Picture,"George Gordon, Lord Byron",0,0.3637362
poem,2645,Lines Written Beneath an Elm in the Churchyard of Harrow,"George Gordon, Lord Byron",0,0.5525796
poem,2646,"Lines Written in ""Letters of an Italian Nun and an  English Gentleman, by J. J. Rousseau;  Founded on Facts.""","George Gordon, Lord Byron",4,0.3371113
poem,2647,"Lines Written in an Album, at Malta","George Gordon, Lord Byron",0,0.47404015
poem,2648,Lines Written on a Blank Leaf of _the Pleasures of Memory_,"George Gordon, Lord Byron",3,0.6158422
poem,2649,Lines in the Travellers' Book at Orchomenus,"George Gordon, Lord Byron",2,0.2980461
poem,2650,Lines on Hearing That Lady Byron Was Ill,"George Gordon, Lord Byron",2,0.279226
poem,2651,Lines to Mr. Hodgson.  Written on Board the Lisbon Packet,"George Gordon, Lord Byron",4,0.7182108
poem,2652,Lines to a Lady Weeping,"George Gordon, Lord Byron",2,0.35361713
poem,2653,"Lines.  Addressed to the Rev. J. T. Becher, on His Advising the Author to Mix More With Society","George Gordon, Lord Byron",3,0.73255825
poem,2654,Lord Byron's Verses on Sam Rogers,"George Gordon, Lord Byron",3,0.31352842
poem,2655,Love and Death,"George Gordon, Lord Byron",0,0.3331352
poem,2656,Love's Last Adieu,"George Gordon, Lord Byron",2,0.66246665
poem,2657,Lucietta. a Fragment,"George Gordon, Lord Byron",4,0.7679703
poem,2658,"Maid of Athens, Ere We Part","George Gordon, Lord Byron",1,0.5837297
poem,2659,Manfred: A Dramatic Poem,"George Gordon, Lord Byron",1,0.6988345
poem,2660,"Marino Faliero, Doge of Venice; an Historical Tragedy, in Five Acts","George Gordon, Lord Byron",4,0.61876535
poem,2661,"Martial, Lib. I. Epig. I","George Gordon, Lord Byron",3,0.4559083
poem,2662,Mazeppa,"George Gordon, Lord Byron",3,0.67487156
poem,2663,Monody on the Death of the Right Hon. R. B. Sheridan,"George Gordon, Lord Byron",1,0.42185682
poem,2664,My Boy Hobbie O,"George Gordon, Lord Byron",3,0.5937748
poem,2665,My Boy Hobby O,"George Gordon, Lord Byron",2,0.4494841
poem,2666,My Epitaph,"George Gordon, Lord Byron",4,0.35468107
poem,2667,My Soul Is Dark,"George Gordon, Lord Byron",0,0.4334845
poem,2668,Napoleon's Farewell,"George Gordon, Lord Byron",4,0.118968725
poem,2669,Napoleon's Snuff-Box,"George Gordon, Lord Byron",2,0.38482136
poem,2670,Newstead Abbey,"George Gordon, Lord Byron",0,0.62370026
poem,2671,On Leaving Newstead Abbey,"George Gordon, Lord Byron",2,0.6382132
poem,2672,Elegy on Newstead Abbey,"George Gordon, Lord Byron",0,0.4953854
poem,2673,Ode From the French,"George Gordon, Lord Byron",3,0.4635508
poem,2674,Ode on Venice,"George Gordon, Lord Byron",4,0.8818917
poem,2675,Ode to Napoleon Buonaparte,"George Gordon, Lord Byron",0,0.44539452
poem,2676,"Ode to a Lady Whose Lover Was Killed by a Ball, Which at the Same Time Shivered a Portrait Next His Heart","George Gordon, Lord Byron",4,0.20727122
poem,2677,Of That High World,"George Gordon, Lord Byron",1,0.5926063
poem,2678,Oh! Snatched Away in Beauty's Bloom,"George Gordon, Lord Byron",0,0.26368803
poem,2679,Oh! Weep for Those,"George Gordon, Lord Byron",2,0.13577628
poem,2680,"On Being Asked What Was the ""Origin of Love.""","George Gordon, Lord Byron",1,0.2766561
poem,2681,On Finding a Fan,"George Gordon, Lord Byron",1,0.6572238
poem,2682,On Jordan's Banks,"George Gordon, Lord Byron",3,0.5849044
poem,2683,On Leaving Newstead Abbey,"George Gordon, Lord Byron",2,0.63883257
poem,2684,On Lord Thurlow's Poems,"George Gordon, Lord Byron",3,0.6071553
poem,2685,"On Moore's Last Operatic Farce, or Farcical Opera","George Gordon, Lord Byron",3,0.4027819
poem,2686,On My Thirty-Third Birthday,"George Gordon, Lord Byron",0,0.3321604
poem,2687,On My Wedding-Day,"George Gordon, Lord Byron",2,0.66787827
poem,2688,On Napoleon's Escape From Elba,"George Gordon, Lord Byron",3,0.6082705
poem,2689,On Parting,"George Gordon, Lord Byron",2,0.702437
poem,2690,On Revisiting Harrow,"George Gordon, Lord Byron",0,0.40285933
poem,2691,On This Day I Complete My Thirty-Sixth Year,"George Gordon, Lord Byron",3,0.54392564
poem,2692,On a Change of Masters at a Great Public School,"George Gordon, Lord Byron",4,0.5603515
poem,2693,On a Cornelian Heart Which Was Broken,"George Gordon, Lord Byron",1,0.6369586
poem,2694,"On a Distant View of the Village and School of Harrow on the Hill, 1806","George Gordon, Lord Byron",4,0.6443248
poem,2695,On a Royal Visit to the Vaults. or Caesar's Discovery of C.I. and H. 8. in Ye Same Vault,"George Gordon, Lord Byron",3,0.61738884
poem,2696,On the Birth of John William Rizzo Hoppner,"George Gordon, Lord Byron",3,0.38091505
poem,2697,On the Bust of Helen by Canova,"George Gordon, Lord Byron",4,0.49260134
poem,2698,On the Day of the Destruction of Jerusalem by Titus,"George Gordon, Lord Byron",1,0.64031595
poem,2699,On the Death of Mr. Fox,"George Gordon, Lord Byron",3,0.6418667
poem,2700,"On the Death of a Young Lady, Cousin to the Author, and Very Dear to Him","George Gordon, Lord Byron",4,0.80431926
poem,2701,On the Death of the Duke of Dorset,"George Gordon, Lord Byron",0,0.4543571
poem,2702,On the Eyes of Miss a----H---,"George Gordon, Lord Byron",1,0.63992596
poem,2703,"On the Quotation,","George Gordon, Lord Byron",2,0.5977262
poem,2704,"On the Star of ""the Legion of Honour.""","George Gordon, Lord Byron",0,0.37528688
poem,2705,"One Struggle More, and I Am Free","George Gordon, Lord Byron",4,0.9331959
poem,2706,Oscar of Alva,"George Gordon, Lord Byron",4,0.44802296
poem,2707,"Ossian's Address to the Sun in ""Carthon.""","George Gordon, Lord Byron",1,0.86297154
poem,2708,Parenthetical Address. by Dr. Plagiary,"George Gordon, Lord Byron",4,0.25587994
poem,2709,Parisina,"George Gordon, Lord Byron",1,0.42937773
poem,2710,Pignus Amoris,"George Gordon, Lord Byron",4,0.6200963
poem,2711,Prometheus,"George Gordon, Lord Byron",3,0.62671566
poem,2712,"Fragments of School Exercises: From the ""Prometheus Vinctus"" of Aeschylus,","George Gordon, Lord Byron",0,0.3139943
poem,2713,Quem Deus Vult Perdere Prius Dementat,"George Gordon, Lord Byron",3,0.24383187
poem,2714,Queries to Casuists,"George Gordon, Lord Byron",2,0.5576271
poem,2715,"Remember Him, Whom Passion's Power","George Gordon, Lord Byron",2,0.59742033
poem,2716,Remember Thee! Remember Thee!,"George Gordon, Lord Byron",0,0.31005687
poem,2717,Remembrance,"George Gordon, Lord Byron",4,0.42922115
poem,2718,"Remind Me Not, Remind Me Not","George Gordon, Lord Byron",2,0.3645578
poem,2719,"Reply to Some Verses of J. M. B. Pigot, Esq., on the Cruelty of His Mistress","George Gordon, Lord Byron",4,0.5810119
poem,2720,Sardanapalus,"George Gordon, Lord Byron",1,0.84851587
poem,2721,Saul,"George Gordon, Lord Byron",3,0.47548032
poem,2722,Song of Saul Before His Last Battle,"George Gordon, Lord Byron",0,0.4005323
poem,2723,She Walks in Beauty,"George Gordon, Lord Byron",3,0.64748704
poem,2724,So We'll Go No More a-Roving,"George Gordon, Lord Byron",2,0.5796252
poem,2725,Soliloquy of a Bard in the Country,"George Gordon, Lord Byron",3,0.6738095
poem,2726,Fill the Goblet Again.  a Song,"George Gordon, Lord Byron",3,0.41640574
poem,2727,"Translation of the Romaic Song,","George Gordon, Lord Byron",1,0.56020206
poem,2728,Song for the Luddites,"George Gordon, Lord Byron",3,0.67790455
poem,2729,"Translation of the Famous Greek War Song, ""δεῦτε παῖδεσ τῶν ἑλλήνων.""","George Gordon, Lord Byron",3,0.54940313
poem,2730,Translation of a Romaic Love Song,"George Gordon, Lord Byron",2,0.47493362
poem,2731,Song to the Suliotes,"George Gordon, Lord Byron",3,0.45730793
poem,2732,Song,"George Gordon, Lord Byron",2,0.63206196
poem,2733,Song of Saul Before His Last Battle,"George Gordon, Lord Byron",0,0.3947873
poem,2734,Song for the Luddites,"George Gordon, Lord Byron",3,0.67752594
poem,2735,Song of Saul Before His Last Battle,"George Gordon, Lord Byron",0,0.39428633
poem,2736,Song to the Suliotes,"George Gordon, Lord Byron",3,0.45920986
poem,2737,Sonnet on Chillon,"George Gordon, Lord Byron",0,0.5789102
poem,2738,Sonnet on the Nuptials of the Marquis Antonio Cavalli With the Countess Clelia Rasponi of Ravenna,"George Gordon, Lord Byron",4,0.8998651
poem,2739,Sonnet to Lake Leman,"George Gordon, Lord Byron",2,0.32788062
poem,2740,Sonnet to the Prince Regent. on the Repeal of Lord Edward Fitzgerald's Forfeiture,"George Gordon, Lord Byron",2,0.5391512
poem,2741,Sonnet.  to Genevra,"George Gordon, Lord Byron",3,0.50122935
poem,2742,Sonnet.  to Genevra,"George Gordon, Lord Byron",3,0.26336968
poem,2743,Stanzas to Augusta,"George Gordon, Lord Byron",1,0.7156576
poem,2744,Stanzas to the Po,"George Gordon, Lord Byron",3,0.56889284
poem,2745,Stanzas,"George Gordon, Lord Byron",0,0.56049746
poem,2746,"Stanzas to a Lady, on Leaving England","George Gordon, Lord Byron",2,0.4983719
poem,2747,Stanzas Composed During a Thunderstorm,"George Gordon, Lord Byron",4,0.64701056
poem,2748,Stanzas for Music,"George Gordon, Lord Byron",2,0.42049056
poem,2749,Stanzas to Augusta,"George Gordon, Lord Byron",1,0.51916635
poem,2750,Stanzas Written on the Road between Florence and Pisa,"George Gordon, Lord Byron",0,0.3703212
poem,2751,"Elegiac Stanzas on the Death of Sir Peter Parker, Bart","George Gordon, Lord Byron",0,0.4967385
poem,2752,Stanzas to a Hindoo Air,"George Gordon, Lord Byron",2,0.23035675
poem,2753,Stanzas to Jessy,"George Gordon, Lord Byron",1,0.6343317
poem,2754,"Stanzas to a Lady, With the Poems of CamoëNs","George Gordon, Lord Byron",2,0.3617106
poem,2755,Stanzas Written in Passing the Ambracian Gulf,"George Gordon, Lord Byron",1,0.0016115308
poem,2756,Stanzas for Music,"George Gordon, Lord Byron",4,0.5100225
poem,2757,Stanzas for Music,"George Gordon, Lord Byron",1,0.38206494
poem,2758,Stanzas,"George Gordon, Lord Byron",1,0.5867009
poem,2759,Stanzas for Music,"George Gordon, Lord Byron",2,0.4942829
poem,2760,Stanzas Composed During a Thunderstorm,"George Gordon, Lord Byron",4,0.66518164
poem,2761,Stanzas Written in Passing the Ambracian Gulf,"George Gordon, Lord Byron",1,0.0
poem,2762,Stanzas Written on the Road between Florence and Pisa,"George Gordon, Lord Byron",0,0.3685444
poem,2763,Stanzas for Music,"George Gordon, Lord Byron",2,0.419428
poem,2764,Stanzas for Music,"George Gordon, Lord Byron",4,0.48955005
poem,2765,Stanzas for Music,"George Gordon, Lord Byron",1,0.38836432
poem,2766,Stanzas for Music,"George Gordon, Lord Byron",2,0.46361768
poem,2767,Stanzas to Augusta,"George Gordon, Lord Byron",1,0.7200993
